Date,Open,High,Low,Close,detail,dt_percent,Volume
2022:07:22,1711.575,1714.535,1692.475,1696.835,-14.74,-86,79234
2022:07:21,1709.28,1718.48,1705.445,1711.575,2.295,13,83423
2022:07:20,1707.46,1723.99,1706.095,1709.28,1.82,11,91273
2022:07:19,1710.03,1716.675,1699.12,1707.46,-2.57,-15,114463
2022:07:18,1735.66,1736.605,1697.64,1710.03,-25.63,-148,148089
2022:07:15,1726.235,1745.425,1707.16,1735.66,9.425,55,139818
2022:07:14,1733.985,1744.336,1723.27,1726.235,-7.75,-45,100499
2022:07:13,1742.355,1744.62,1731.325,1733.985,-8.37,-48,79685
2022:07:12,1740.335,1752.47,1729.985,1742.355,2.02,12,103543
2022:07:11,1739.41,1749.13,1736.58,1740.335,0.925,5,95705
2022:07:08,1764.93,1772.9,1732.34,1739.41,-25.52,-145,134547
2022:07:07,1808.04,1812.19,1763.925,1764.93,-43.11,-238,117208
2022:07:06,1809.47,1814.375,1804.02,1808.04,-1.43,-8,55467
2022:07:05,1807.33,1809.495,1784.575,1809.47,2.14,12,119053
2022:07:04,1817.81,1825.21,1802.775,1807.33,-10.48,-58,108081
2022:07:01,1820.07,1833.11,1812.095,1817.81,-2.26,-12,100593
2022:06:30,1822.735,1829.5,1818.485,1820.07,-2.665,-15,81846
2022:06:29,1827.31,1841.105,1820.85,1822.735,-4.575,-25,103953
2022:06:28,1822.68,1831.87,1816.98,1827.31,4.63,25,123769
2022:06:27,1837.78,1846.125,1822.605,1822.68,-15.1,-82,126193
2022:06:24,1833.06,1847.93,1823.455,1837.78,4.72,26,105353
2022:06:23,1838.395,1843.665,1828.635,1833.06,-5.335,-29,92300
2022:06:22,1840.4,1846.165,1834.86,1838.395,-2.005,-11,66273
2022:06:21,1856.825,1856.825,1833.905,1840.4,-16.425,-88,130668
2022:06:20,1833.97,1857.635,1815.66,1856.825,22.855,125,165276
2022:06:17,1808.555,1841.965,1807.605,1833.97,25.415,141,172846
2022:06:16,1819.526,1831.7,1805.205,1808.555,-10.971,-60,524034
2022:06:15,1871.61,1879.13,1819.105,1819.526,-52.084,-278,614995
2022:06:14,1847.94,1876.005,1825.14,1871.61,23.67,128,440405
2022:06:13,1853.32,1855.41,1840.1,1847.94,-5.38,-29,239684
2022:06:10,1852.375,1859.685,1844.59,1853.32,0.945,5,166273
2022:06:09,1842.115,1855.635,1837.065,1852.375,10.26,56,243976
2022:06:08,1851.056,1857.9,1840.665,1842.115,-8.941,-48,203298
2022:06:07,1868.655,1874.17,1847.375,1851.056,-17.599,-94,225588
2022:06:06,1846.655,1870.48,1844.15,1868.655,22,119,247484
2022:06:03,1837.47,1849.976,1828.54,1846.655,9.185,50,318499
2022:06:02,1855.8,1857.186,1835.2,1837.47,-18.33,-99,282487
2022:06:01,1853.22,1864.085,1847.84,1855.8,2.58,14,138793
2022:05:31,1850.83,1862.05,1848.055,1853.22,2.39,13,295218
2022:05:30,1853.235,1854.43,1840.756,1850.83,-2.405,-13,309994
2022:05:27,1866.52,1868.11,1841.605,1853.235,-13.285,-71,275388
2022:05:26,1853.665,1869.75,1849.37,1866.52,12.855,69,232483
2022:05:25,1846.615,1865.53,1843.54,1853.665,7.05,38,317377
2022:05:24,1842.2,1849.49,1832.405,1846.615,4.415,24,290138
2022:05:23,1816.445,1849.15,1810.905,1842.2,25.755,142,384523
2022:05:20,1814.965,1824.836,1807.315,1816.445,1.48,8,336983
2022:05:19,1824.59,1836.155,1812.91,1814.965,-9.625,-53,382301
2022:05:18,1811.465,1826.985,1786.785,1824.59,13.125,72,490369
2022:05:17,1821.89,1828.89,1799.16,1811.465,-10.425,-57,427074
2022:05:16,1852.255,1858.875,1821.395,1821.89,-30.365,-164,546452
2022:05:13,1838.43,1858.3,1832.075,1852.255,13.825,75,519812
2022:05:12,1854.02,1865.526,1835.53,1838.43,-15.59,-84,448041
2022:05:11,1883.645,1885.85,1851.78,1854.02,-29.625,-157,485854
2022:05:10,1877.166,1892.576,1866.145,1883.645,6.479,35,456885
2022:05:09,1881.47,1909.82,1872.545,1877.166,-4.304,-23,540814
2022:05:06,1867.95,1890.01,1861.48,1881.47,13.52,72,444754
2022:05:05,1862.956,1878.145,1850.47,1867.95,4.994,27,362298
2022:05:04,1896.99,1900.13,1854.48,1862.956,-34.034,-179,451116
2022:05:03,1894.456,1919.98,1892.595,1896.99,2.534,13,473791
2022:05:02,1885.76,1896.795,1872.215,1894.456,8.696,46,481872
2022:04:29,1905.45,1907.086,1881.395,1885.76,-19.69,-103,527301
2022:04:28,1898.045,1911.305,1895.79,1905.45,7.405,39,525801
